OrderDate,Category,Product,Region,AgeGroup,PaymentMethod,Quantity,UnitPrice,Revenue,Rating,Returned
2024-10-26 21:35:42.685370,Thời trang,Quần jean,Hà Nội,25-34,COD,2,270000.0,540000.0,3.1,Không
2024-10-28 08:42:19.478957,Điện tử,Sạc dự phòng,TP.HCM,25-34,Chuyển khoản,4,239000.0,956000.0,3.5,Không
2024-10-28 08:42:19.478957,Điện tử,Loa bluetooth,Hà Nội,55+,COD,2,186000.0,372000.0,,Không
2024-10-29 02:15:37.875751,Sách,Sách học ngoại ngữ,Đà Nẵng,25-34,COD,1,161000.0,161000.0,3.8,Không
2024-10-29 19:48:56.272545,Mỹ phẩm,Serum,Cần Thơ,18-24,Ví điện tử,2,440000.0,880000.0,4.1,Không
2024-10-29 19:48:56.272545,Thời trang,Túi xách,TP.HCM,25-34,Ví điện tử,1,302000.0,302000.0,4.9,Không
2024-10-31 06:55:33.066132,Điện tử,Cáp USB,TP.HCM,35-44,Ví điện tử,1,737000.0,737000.0,3.0,Không
2024-11-01 00:28:51.462925,Mỹ phẩm,Toner,TP.HCM,55+,Ví điện tử,3,420000.0,1260000.0,4.9,Không
2024-11-01 00:28:51.462925,Thời trang,Áo thun,Đồng Nai,35-44,COD,3,120000.0,360000.0,3.3,Không
2024-11-01 00:28:51.462925,Thời trang,Giày sneaker,Hà Nội,35-44,COD,1,296000.0,296000.0,3.7,Không
2024-11-02 11:35:28.256513,Thể thao,Bóng đá,TP.HCM,25-34,Thẻ ngân hàng,1,146000.0,146000.0,4.5,Không
2024-11-02 11:35:28.256513,Thời trang,Kính mát,Hà Nội,35-44,COD,1,561000.0,561000.0,3.8,Không
2024-11-03 22:42:05.050100,Thể thao,Dây nhảy,Cần Thơ,25-34,Ví điện tử,3,135000.0,405000.0,4.5,Có
2024-11-04 16:15:23.446893,Điện tử,Sạc dự phòng,Hà Nội,25-34,COD,1,229000.0,229000.0,3.6,Không
2024-11-04 16:15:23.446893,Điện tử,Cáp USB,Cần Thơ,25-34,Ví điện tử,1,731000.0,731000.0,2.5,Không
2024-11-05 09:48:41.843687,Mỹ phẩm,Kem dưỡng da,Bình Dương,18-24,Ví điện tử,5,236000.0,1180000.0,3.2,Không
2024-11-06 03:22:00.240480,Thể thao,Dây nhảy,Hà Nội,35-44,Ví điện tử,1,141000.0,141000.0,4.7,Không
2024-11-06 03:22:00.240480,Mỹ phẩm,Kem dưỡng da,TP.HCM,35-44,Thẻ ngân hàng,2,79000.0,158000.0,4.0,Không
2024-11-06 03:22:00.240480,Điện tử,Cáp USB,Hà Nội,25-34,Chuyển khoản,1,479000.0,479000.0,3.7,Không
2024-11-07 14:28:37.034068,Thời trang,Quần jean,TP.HCM,45-54,Thẻ ngân hàng,1,154000.0,154000.0,3.6,Không
2024-11-09 01:35:13.827655,Mỹ phẩm,Kem dưỡng da,TP.HCM,18-24,Thẻ ngân hàng,1,142000.0,142000.0,5.0,Không
2024-11-09 01:35:13.827655,Mỹ phẩm,Toner,TP.HCM,,Ví điện tử,1,272000.0,272000.0,4.4,Không
2024-11-09 19:08:32.224448,Điện tử,Cáp USB,Đà Nẵng,35-44,Ví điện tử,3,309000.0,927000.0,,Không
2024-11-09 19:08:32.224448,Thời trang,Quần jean,Đà Nẵng,35-44,Ví điện tử,2,269000.0,538000.0,3.1,Không
2024-11-09 19:08:32.224448,Thể thao,Dây nhảy,Hà Nội,,COD,22,276000.0,6072000.0,5.0,Không
2024-11-10 12:41:50.621242,Mỹ phẩm,Mascara,Hà Nội,25-34,Ví điện tử,2,312000.0,624000.0,4.7,Không
2024-11-11 06:15:09.018036,Điện tử,Loa bluetooth,TP.HCM,35-44,COD,2,,,3.7,Không
2024-11-11 23:48:27.414829,Mỹ phẩm,Son môi,Hà Nội,18-24,COD,1,392000.0,392000.0,4.7,Không
2024-11-11 23:48:27.414829,Mỹ phẩm,Mascara,TP.HCM,18-24,Thẻ ngân hàng,1,301000.0,301000.0,4.0,Không
2024-11-14 22:01:41.002004,Mỹ phẩm,Mascara,Cần Thơ,18-24,Ví điện tử,5,248000.0,1240000.0,4.0,Không
2024-11-15 15:34:59.398797,Điện tử,Sạc dự phòng,Đà Nẵng,35-44,Thẻ ngân hàng,5,179000.0,895000.0,3.9,Không
2024-11-15 15:34:59.398797,Sách,Tiểu thuyết,Đà Nẵng,25-34,COD,1,136000.0,136000.0,4.5,Không
2024-11-17 20:14:54.589178,Điện tử,Sạc dự phòng,Hà Nội,18-24,Ví điện tử,1,855000.0,855000.0,5.0,Không
2024-11-19 07:21:31.382765,Sách,Manga,Hà Nội,25-34,Chuyển khoản,4,134000.0,536000.0,3.9,Không
2024-11-20 00:54:49.779559,Thời trang,Giày sneaker,Cần Thơ,25-34,Ví điện tử,2,364000.0,728000.0,3.7,Không
2024-11-20 00:54:49.779559,Điện tử,Đồng hồ thông minh,Đà Nẵng,25-34,Ví điện tử,5,207000.0,1035000.0,3.1,Có
2024-11-20 00:54:49.779559,Điện tử,Sạc dự phòng,Hà Nội,55+,COD,2,373000.0,746000.0,3.5,Có
2024-11-20 18:28:08.176352,Mỹ phẩm,Serum,Hà Nội,18-24,Ví điện tử,1,251000.0,251000.0,2.9,Không
2024-11-21 12:01:26.573146,Điện tử,Đồng hồ thông minh,Hà Nội,18-24,Ví điện tử,3,909000.0,2727000.0,4.6,Không
2024-11-22 05:34:44.969939,Sách,Sách thiếu nhi,TP.HCM,35-44,COD,4,116000.0,464000.0,5.0,Không
2024-11-22 05:34:44.969939,Sách,Tiểu thuyết,Bình Dương,55+,COD,1,97000.0,97000.0,4.0,Không
2024-11-22 05:34:44.969939,Điện tử,Cáp USB,Đồng Nai,25-34,Chuyển khoản,3,1122000.0,3366000.0,2.8,Không
2024-11-22 23:08:03.366733,Điện tử,Sạc dự phòng,Hà Nội,35-44,Ví điện tử,2,842000.0,1684000.0,3.4,Không
2024-11-23 16:41:21.763527,Điện tử,Cáp USB,TP.HCM,35-44,COD,1,754000.0,754000.0,2.5,Không
2024-11-24 10:14:40.160320,Điện tử,Tai nghe,TP.HCM,25-34,COD,5,664000.0,3320000.0,4.2,Không
2024-11-24 10:14:40.160320,Điện tử,Tai nghe,Cần Thơ,35-44,Thẻ ngân hàng,3,222000.0,666000.0,5.0,Không
2024-11-25 03:47:58.557114,Sách,Sách thiếu nhi,TP.HCM,45-54,Ví điện tử,4,105000.0,420000.0,5.0,Không
2024-11-25 21:21:16.953907,Mỹ phẩm,Serum,TP.HCM,18-24,COD,3,190000.0,570000.0,3.5,Không
2024-11-26 14:54:35.350701,Sách,Manga,Cần Thơ,,Ví điện tử,1,134000.0,134000.0,4.7,Không
2024-11-26 14:54:35.350701,Điện tử,Đồng hồ thông minh,Đà Nẵng,25-34,Thẻ ngân hàng,3,866000.0,2598000.0,4.9,Không
2024-11-28 02:01:12.144288,Điện tử,Đồng hồ thông minh,Hà Nội,35-44,Ví điện tử,4,803000.0,3212000.0,3.7,Có
2024-11-28 02:01:12.144288,Thời trang,Kính mát,Hà Nội,18-24,Ví điện tử,2,443000.0,886000.0,4.9,Không
2024-11-29 13:07:48.937875,Mỹ phẩm,Mascara,Hà Nội,35-44,Ví điện tử,1,190000.0,190000.0,4.5,Không
2024-11-30 06:41:07.334669,Điện tử,Sạc dự phòng,Hà Nội,18-24,Ví điện tử,5,997000.0,4985000.0,3.2,Không
2024-12-01 00:14:25.731462,Mỹ phẩm,Mascara,TP.HCM,25-34,Ví điện tử,4,273000.0,1092000.0,4.4,Không
2024-12-02 11:21:02.525050,Thời trang,Quần jean,Đồng Nai,18-24,Ví điện tử,1,243000.0,243000.0,5.0,Không
2024-12-02 11:21:02.525050,Thể thao,Thảm yoga,Đà Nẵng,25-34,COD,2,288000.0,576000.0,4.5,Không
2024-12-02 11:21:02.525050,Thời trang,Túi xách,TP.HCM,18-24,Thẻ ngân hàng,3,350000.0,1050000.0,4.5,Không
2024-12-02 11:21:02.525050,Mỹ phẩm,Kem dưỡng da,Hà Nội,18-24,Ví điện tử,2,263000.0,526000.0,4.7,Không
2024-12-03 22:27:39.318637,Điện tử,Đồng hồ thông minh,TP.HCM,25-34,Ví điện tử,2,495000.0,990000.0,3.2,Không
2024-12-09 18:54:06.492985,Điện tử,Đồng hồ thông minh,Đồng Nai,35-44,Thẻ ngân hàng,5,212000.0,1060000.0,3.7,Không
2024-12-11 06:00:43.286573,Thời trang,Giày sneaker,Hà Nội,35-44,Chuyển khoản,5,286000.0,1430000.0,2.7,Không
2024-12-13 10:40:38.476953,Mỹ phẩm,Toner,Hà Nội,25-34,Thẻ ngân hàng,4,310000.0,1240000.0,4.6,Không
2024-12-13 10:40:38.476953,Điện tử,Loa bluetooth,TP.HCM,25-34,COD,1,462000.0,462000.0,2.5,Không
2024-12-13 10:40:38.476953,Điện tử,Cáp USB,Hà Nội,18-24,Ví điện tử,2,570000.0,1140000.0,4.0,Có
2024-12-13 10:40:38.476953,Điện tử,Đồng hồ thông minh,Bình Dương,25-34,Ví điện tử,5,194000.0,970000.0,4.0,Không
2024-12-14 21:47:15.270541,Điện tử,Cáp USB,TP.HCM,45-54,Ví điện tử,1,1136000.0,1136000.0,3.9,Không
2024-12-14 21:47:15.270541,Thời trang,Giày sneaker,Hà Nội,25-34,Ví điện tử,5,136000.0,680000.0,3.1,Không
2024-12-15 15:20:33.667334,Sách,Tiểu thuyết,Hà Nội,45-54,Ví điện tử,2,63000.0,126000.0,3.8,Không
2024-12-16 08:53:52.064128,Mỹ phẩm,Mascara,TP.HCM,18-24,Ví điện tử,5,91000.0,455000.0,5.0,Không
2024-12-19 07:07:05.651302,Mỹ phẩm,Mascara,TP.HCM,25-34,COD,5,407000.0,2035000.0,3.6,Không
2024-12-20 00:40:24.048096,Điện tử,Sạc dự phòng,Cần Thơ,25-34,Ví điện tử,2,332000.0,664000.0,2.5,Không
2024-12-20 18:13:42.444889,Điện tử,Tai nghe,TP.HCM,18-24,COD,3,719000.0,2157000.0,4.4,Không
2024-12-21 11:47:00.841683,Mỹ phẩm,Serum,TP.HCM,35-44,Ví điện tử,1,222000.0,222000.0,4.2,Không
2024-12-21 11:47:00.841683,Thời trang,Áo thun,Hà Nội,25-34,COD,1,514000.0,514000.0,4.0,Không
2024-12-21 11:47:00.841683,Thời trang,Quần jean,TP.HCM,25-34,COD,2,645000.0,1290000.0,4.2,Không
2024-12-22 05:20:19.238476,Thời trang,Quần jean,Hà Nội,45-54,Thẻ ngân hàng,5,607000.0,3035000.0,3.8,Không
2024-12-22 05:20:19.238476,Điện tử,Cáp USB,Hà Nội,18-24,Ví điện tử,4,890000.0,3560000.0,2.4,Không
2024-12-22 22:53:37.635270,Sách,Sách học ngoại ngữ,Hà Nội,18-24,Thẻ ngân hàng,2,119000.0,238000.0,4.5,Không
2024-12-22 22:53:37.635270,Thể thao,Thảm yoga,Hà Nội,55+,COD,3,53000.0,159000.0,3.5,Không
2024-12-22 22:53:37.635270,Sách,Sách kỹ năng,TP.HCM,25-34,COD,1,133000.0,133000.0,4.6,Không
2024-12-23 16:26:56.032064,Sách,Tiểu thuyết,Cần Thơ,55+,Ví điện tử,4,110000.0,440000.0,4.1,Không
2024-12-24 10:00:14.428857,Điện tử,Đồng hồ thông minh,TP.HCM,35-44,COD,3,1105000.0,3315000.0,2.8,Không
2024-12-24 10:00:14.428857,Mỹ phẩm,Toner,Hà Nội,25-34,Ví điện tử,1,116000.0,116000.0,,Không
2024-12-25 21:06:51.222444,Thể thao,Dây nhảy,Hà Nội,25-34,Thẻ ngân hàng,4,70000.0,280000.0,5.0,Không
2024-12-25 21:06:51.222444,Điện tử,Loa bluetooth,TP.HCM,35-44,Ví điện tử,3,,,4.8,Không
2024-12-28 19:20:04.809619,Sách,Sách học ngoại ngữ,TP.HCM,25-34,COD,4,125000.0,500000.0,4.3,Không
2024-12-28 19:20:04.809619,Điện tử,Sạc dự phòng,Cần Thơ,35-44,Ví điện tử,4,790000.0,3160000.0,3.4,Không
2024-12-29 12:53:23.206412,Điện tử,Loa bluetooth,Hà Nội,35-44,COD,2,582000.0,1164000.0,,Không
